Company,Product,TypeName,Inches,Ram,OS,Weight,Price_Tsh,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Lenovo,IdeaPad 320-15AST,Notebook,17.3,8,Windows 10,2.8,1479150,Standard,1600,900,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4
Dell,Inspiron 5570,Notebook,15.6,4,Windows 10,2.2,2134650,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
Lenovo,ThinkPad X270,Ultrabook,12.5,8,Windows 10,1.36,4072650,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,994650,Full HD,1920,1080,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505
HP,Omen 15-AX205na,Gaming,15.6,8,Windows 10,2.2,3132150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Dell,Latitude 5480,Notebook,14,8,Windows 10,1.64,3360150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX
Acer,Aspire ES1-572,Notebook,15.6,4,Linux,2.4,1259130,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Precision 3520,Workstation,15.6,8,Windows 10,2.23,5680050,Full HD,1920,1080,No,No,No,Intel,3,Xeon E3-1505M V6,64,1024,Flash Storage,HDD,Nvidia,Quadro M620
MSI,GV62 7RD-1686NL,Gaming,15.6,8,Windows 10,2.2,2929059,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050
Microsoft,Surface Laptop,Ultrabook,13.5,16,Windows 10 S,1.25,7378650,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),Notebook,15.6,8,Windows 10,1.91,1678650,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,5628750,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M620
HP,ProBook 650,Workstation,15.6,8,Windows 10,2.31,4371900,Full HD,1920,1080,No,Yes,No,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad T470,Notebook,14,8,Windows 10,1.65,3833250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.36,2790150,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530
Dell,Inspiron 3168,2 in 1 Convertible,11.6,4,Windows 10,1.47,1365150,Standard,1366,768,Yes,No,No,Intel,1.6,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics 405
Dell,Alienware 17,Notebook,17.3,8,Windows 10,4.42,5831100,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Microsoft,Surface Laptop,Ultrabook,13.5,4,Windows 10 S,1.252,2818650,Standard,2256,1504,Yes,No,No,Intel,2.2,Core M m3-7Y30,128,0,SSD,No,Intel,HD Graphics 615
Microsoft,Surface Laptop,Ultrabook,13.5,8,Windows 10 S,1.25,5127150,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i7 7660U,256,0,SSD,No,Intel,Iris Plus Graphics 640
HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,8,Windows 10,2.5,1823715,Standard,1600,900,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Intel,HD Graphics 520
Acer,Aspire E5-576G,Notebook,15.6,4,Windows 10,2.23,1550400,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 940MX
Acer,TravelMate B,Netbook,11.6,4,Windows 10,1.4,1239750,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,128,0,SSD,No,Intel,HD Graphics 400
Asus,Pro P2540UA-AB51,Notebook,15.6,8,Windows 10,2.37,2134650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 510s-14IKB,Notebook,14,8,No OS,1.5,2277150,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,AMD,Radeon R7 M460
Lenovo,Thinkpad P51,Notebook,15.6,8,Windows 10,2.67,5956500,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Nvidia,Quadro M2200M
Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2,866400,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 500
Acer,Aspire 5,Notebook,15.6,4,Windows 10,2.2,1336650,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Nvidia,GeForce GTX 940MX
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,2163150,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,2048,0,HDD,No,AMD,Radeon 530
HP,Omen 17-an006nv,Gaming,17.3,12,Windows 10,3.78,4842150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Lenovo,Thinkpad T460s,Ultrabook,14,12,Windows 10,1.4,5295300,Quad HD+,2560,1440,No,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,Spectre x360,2 in 1 Convertible,13.3,8,Windows 10,1.29,5697150,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620
HP,ZBook 15u,Notebook,15.6,8,Windows 10,1.9,3288900,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,FirePro W4190M 
Google,Pixelbook (Core,Ultrabook,12.3,8,Chrome OS,1.1,3633750,Standard,2400,1600,Yes,No,No,Intel,1.2,Core i5 7Y57,128,0,SSD,No,Intel,HD Graphics 615
Dell,Latitude 7390,Ultrabook,13.3,8,Windows 10,1.42,5249272.5,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Asus,ZenBook Pro,Notebook,15.6,12,Windows 10,2.06,3702150,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Intel,HD Graphics 530
Dell,Latitude E5470,Notebook,14,8,Windows 10,1.79,2109000,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Precision M5520,Workstation,15.6,8,Windows 10,1.78,6862800,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200
Lenovo,Thinkpad T470,Notebook,14,8,Windows 10,1.7,3887400,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,180,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 3576,Notebook,15.6,8,Windows 10,2.2,1923750,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 520
Toshiba,Portege X30-D-10J,Notebook,13.3,8,Windows 10,1.05,4765200,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.16,3596700,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 940MX
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,1671810,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 430,Notebook,13.3,4,Windows 10,1.49,2069100,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620
Chuwi,"Lapbook 15,6",Notebook,15.6,4,Windows 10,1.89,709365,Full HD,1920,1080,No,No,No,Intel,1.44,Atom x5-Z8350,64,0,Flash Storage,No,Intel,HD Graphics
Lenovo,ThinkPad E570,Notebook,15.6,4,Windows 10,2.3,1610250,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Lenovo,ThinkPad E480,Notebook,14,8,Windows 10,1.75,2989650,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Precision 3520,Workstation,15.6,16,Windows 10,2.17,6663300,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro M620
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,5412150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050
Lenovo,Thinkpad X270,Ultrabook,12.5,16,Windows 10,1.36,5124300,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,Zenbook UX390UA,Ultrabook,12.5,16,Windows 10,0.91,5557500,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,2884171.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX
Toshiba,Portege X30-D-10L,Ultrabook,13.3,32,Windows 10,1.05,7977150,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Asus,VivoBook Pro,Gaming,15.6,8,Windows 10,1.99,3847500,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Acer,Aspire 5,Notebook,15.6,8,Windows 10,2.2,1650150,Standard,1366,768,No,No,No,AMD,2.5,A10-Series 9620P,1024,0,HDD,No,AMD,Radeon RX 540
Asus,Rog G752VL-UH71T,Gaming,17.3,24,Windows 10,4.33,3616650,Full HD,1920,1080,Yes,Yes,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 965M
Lenovo,Thinkpad X260,Ultrabook,12.5,8,Windows 10,1.3,3132150,Standard,1366,768,No,Yes,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520
Lenovo,Ideapad 520-15IKBR,Notebook,15.6,8,Windows 10,2.17,2561865,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
HP,EliteBook 840,Notebook,14,8,Windows 10,1.48,4984650,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,1024,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.4,2704650,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad L570,Notebook,15.6,8,Windows 10,2.3,2596350,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,VivoBook E201NA,Netbook,11.6,4,Windows 10 S,1.2,969000,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,64,0,Flash Storage,No,Intel,HD Graphics 500
HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,8,Windows 10,1.91,1764121.5,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon 520
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,8,Windows 10,1.4,4557150,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620
Lenovo,IdeaPad 320-14IAP,Notebook,14,4,Windows 10,2.1,852150,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500
Lenovo,Chromebook N23,Netbook,11.6,4,Chrome OS,1.25,755250,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,SSD,No,Intel,HD Graphics 400
Lenovo,ThinkPad 13,Notebook,13.3,8,Windows 10,1.44,2704650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook UX510UX-CN211T,Notebook,15.6,8,Windows 10,2,3488400,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Intel,HD Graphics 620
Acer,Aspire A515-51G-59QF,Notebook,15.6,4,Windows 10,2.2,1747050,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX150
HP,Envy 13-AB002nv,Ultrabook,13.3,8,Windows 10,1.34,3770550,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,3274650,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,2562150,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire A515-51G,Notebook,15.6,4,Windows 10,2.2,1821150,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,500,0,HDD,No,Nvidia,GeForce 940MX
Dell,Vostro 5568,Notebook,15.6,8,Windows 10,2.18,2382600,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 5570,Notebook,15.6,16,Windows 10,2.2,3474834,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530
Xiaomi,Mi Notebook,Notebook,15.6,16,No OS,1.95,3989857.5,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce MX150
Asus,VivoBook E12,Netbook,11.6,2,Windows 10,1.1,698250,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,4,Windows 10,2.04,1486189.5,Standard,1366,768,Yes,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620
Asus,ROG Zephyrus,Gaming,15.6,24,Windows 10,2.24,8458800,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX1080
HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,2533650,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,3,4286400,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX1050 Ti
Lenovo,Legion Y720-15IKB,Gaming,15.6,8,Windows 10,3.2,3987150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,Spectre X360,Ultrabook,13.3,8,Windows 10,1.32,3987150,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Latitude 5480,Notebook,14,8,Windows 10,1.64,3647230.5,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 440,Notebook,15.6,4,Windows 10,1.63,1963650,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5770,Notebook,17.3,8,Linux,2.8,2533650,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530
Lenovo,ThinkPad L470,Notebook,14,8,Windows 7,2.02,3819000,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,4,Windows 10,2.2,2277150,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 920MX
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,1308150,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,2048,0,HDD,No,Nvidia,GeForce 920MX 
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.3,1667250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,3924450,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,8586394.5,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2,2451000,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Asus,Zenbook UX510UW-FI095T,Notebook,15.6,8,Windows 10,2,3702150,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Nvidia,GeForce GTX 960M
Mediacom,SmartBook Edge,Notebook,13.3,4,Windows 10,1.2,1051650,Full HD,1920,1080,No,Yes,No,Intel,1.1,Celeron Quad Core N3450,32,0,SSD,No,Intel,HD Graphics 500
Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,4699650,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.93,3901650,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.2,2272618.5,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,1137121.5,Full HD,1920,1080,No,No,No,Intel,1.6,Pentium Quad Core N3710,256,0,SSD,No,Intel,HD Graphics 405
HP,Omen 15-ce006nv,Gaming,17.3,12,Windows 10,2.62,5127150,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060
Lenovo,Thinkpad E470,Notebook,14,8,Windows 10,1.87,2448150,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,3987150,Quad HD+,3200,1800,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620
Dell,Vostro 5468,Notebook,14,4,Windows 10,1.6,2097229.5,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
HP,Envy 13-AB020nr,Ultrabook,13.3,8,Windows 10,1.34,3263250,Quad HD+,3200,1800,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 7,Gaming,15.6,8,Linux,2.4,2274300,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050
Asus,VivoBook X540YA-XX519T,Notebook,15.6,4,Windows 10,2,994650,Standard,1366,768,No,No,No,AMD,1.8,E-Series 7110,500,0,HDD,No,AMD,Radeon R2 Graphics
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.1,2010675,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad E470,Notebook,14,4,Windows 10,1.87,2237250,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,4,No OS,2.15,1317697.5,Full HD,1920,1080,No,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,Intel,HD Graphics 520
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,1131450,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,ThinkPad T570,Notebook,15.6,8,Windows 10,1.99,4927650,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,1422150,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude 5580,Notebook,15.6,8,Windows 10,1.9,3183421.5,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.3,16,Windows 10,4.42,7692150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,8,Windows 10,2.65,1550827.5,Standard,1600,900,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
HP,ProBook 470,Notebook,17.3,8,Windows 10,2.63,3648000,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 930MX
Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,4,Linux,2,638400,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,500,0,HDD,No,Intel,HD Graphics 500
Mediacom,SmartBook 130,Notebook,13.3,4,Windows 10,1.35,726750,Full HD,1920,1080,No,Yes,No,Intel,1.44,Atom x5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,2704650,Standard,1600,900,No,No,No,Intel,2.7,Core i7 7500U,128,1024,SSD,HDD,Nvidia,GeForce 940MX
HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,6,Windows 10,1.91,1621365,Full HD,1920,1080,No,Yes,No,AMD,2.5,A10-Series A10-9620P,128,0,SSD,No,AMD,Radeon 530
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,1761015,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M420
Acer,Spin SP111-31,2 in 1 Convertible,11.6,4,Windows 10,1.25,994650,Full HD,1920,1080,Yes,Yes,No,Intel,2,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500
Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,1795500,Full HD,1920,1080,No,No,No,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 1030,Ultrabook,13.3,16,Windows 10,1.16,5600250,Quad HD+,3200,1800,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
Lenovo,Thinkpad P71,Notebook,17.3,8,Windows 10,3.4,8547150,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M620M
Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,8,Windows 10,2.5,2391150,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.21,4557150,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.6,Core i5 8250U,128,0,SSD,No,Intel,UHD Graphics 620
Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.93,2733150,Standard,1366,768,No,No,No,Intel,2.6,Core i5 7300U,500,0,HDD,No,Intel,HD Graphics 620
Fujitsu,Lifebook A557,Notebook,15.6,8,Windows 10,2.2,2106150,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,980400,Full HD,1920,1080,No,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505
Lenovo,ThinkPad L470,Notebook,14,4,Windows 10,2.02,2821500,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ZBook 17,Workstation,17.3,8,Windows 10,3.14,5303821.5,Standard,1600,900,No,No,No,Intel,2.8,Core i5 7440HQ,500,0,HDD,No,Nvidia,Quadro M1200
HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14,8,Windows 10,1.94,1108650,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405
HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,6,Windows 10,1.95,1849650,Full HD,1920,1080,No,Yes,No,AMD,3,A9-Series A9-9420,256,0,SSD,No,AMD,Radeon 530
Lenovo,Thinkpad E570,Notebook,15.6,8,Windows 10,2.3,2365500,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,4,Windows 10,2.05,1952250,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,HD Graphics 620
Mediacom,SmartBook 141,Notebook,14,4,Windows 10,1.4,709650,Full HD,1920,1080,No,No,No,Intel,1.44,Atom x5-Z8350,32,0,SSD,No,Intel,HD Graphics
Toshiba,Tecra X40-D-10H,Ultrabook,14,16,Windows 10,1.24,5315250,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
